일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,상장시가총액
"2021/05/25","424.35","3.78","0.90","421.91","424.83","421.20","176016.0","8660744.0","1.912731373E9"
"2021/05/24","420.57","-1.51","-0.36","421.92","423.09","419.38","177689.0","8625369.0","1.896088965E9"
"2021/05/21","422.08","0.40","0.09","423.12","427.75","420.70","196317.0","1.0992306E7","1.902388111E9"
"2021/05/20","421.68","-1.41","-0.33","423.38","423.38","419.07","181884.0","9723746.0","1.906553739E9"
"2021/05/18","423.09","4.82","1.15","418.28","423.93","418.28","174860.0","9051966.0","1.913355055E9"
"2021/05/17","418.27","-1.90","-0.45","421.97","423.19","416.08","206999.0","9866527.0","1.889863422E9"
"2021/05/14","420.17","4.10","0.99","417.50","421.75","417.50","199291.0","1.0582348E7","1.901015496E9"
"2021/05/13","416.07","-5.79","-1.37","419.60","421.07","414.28","379123.0","1.6458492E7","1.880749767E9"
"2021/05/12","421.86","-6.91","-1.61","428.74","428.96","419.11","295194.0","1.6088263E7","1.907436995E9"
"2021/05/11","428.77","-6.86","-1.57","434.14","434.14","427.21","301804.0","1.4615317E7","1.935987924E9"
"2021/05/10","435.63","7.07","1.65","429.04","436.73","429.04","255443.0","1.2467624E7","1.963052886E9"
"2021/05/07","428.56","1.92","0.45","426.51","429.94","426.00","229120.0","1.0158256E7","1.930799448E9"
"2021/05/06","426.64","3.07","0.72","423.62","426.64","421.25","313801.0","1.1980497E7","1.920537335E9"
"2021/05/04","423.57","3.21","0.76","420.99","423.57","418.53","208973.0","1.0377131E7","1.902922467E9"
"2021/05/03","420.36","-2.00","-0.47","422.54","426.30","419.30","234400.0","1.1551573E7","1.889976777E9"
"2021/04/30","422.36","-3.92","-0.92","426.61","426.83","421.73","255787.0","1.2496987E7","1.902858953E9"
"2021/04/29","426.28","-1.20","-0.28","428.07","430.14","424.83","231946.0","1.2923595E7","1.920399184E9"
"2021/04/28","427.48","-4.66","-1.08","432.20","432.82","426.88","261384.0","1.2592096E7","1.924517664E9"
"2021/04/27","432.14","-0.22","-0.05","432.46","433.43","430.36","216228.0","1.1490681E7","1.945093224E9"
"2021/04/26","432.36","4.02","0.94","428.89","432.36","428.68","244075.0","1.0646666E7","1.947000351E9"
"2021/04/23","428.34","0.97","0.23","426.68","428.87","422.92","215678.0","9954868.0","1.927947248E9"
"2021/04/22","427.37","0.62","0.15","427.06","430.44","427.06","202883.0","9565100.0","1.923308697E9"
"2021/04/21","426.75","-7.85","-1.81","433.40","433.47","425.93","187757.0","1.1486754E7","1.919857356E9"
"2021/04/20","434.60","2.64","0.61","431.90","434.70","431.38","185746.0","9183045.0","1.953313915E9"
"2021/04/19","431.96","-0.47","-0.11","432.74","434.28","431.16","172933.0","1.0175955E7","1.940737926E9"
"2021/04/16","432.43","-0.23","-0.05","432.43","434.57","430.98","188082.0","1.0899172E7","1.941933404E9"
"2021/04/15","432.66","1.95","0.45","430.41","434.40","430.39","189531.0","1.2617685E7","1.941021499E9"
"2021/04/14","430.71","1.63","0.38","429.14","431.65","428.04","154421.0","9494312.0","1.931886414E9"
"2021/04/13","429.08","4.86","1.15","424.40","429.84","423.89","162002.0","1.0015407E7","1.92295318E9"
"2021/04/12","424.22","-0.08","-0.02","424.73","426.62","423.10","134969.0","8535655.0","1.901268631E9"
"2021/04/09","424.30","-2.56","-0.60","427.26","428.65","423.33","166987.0","9038742.0","1.899531413E9"
"2021/04/08","426.86","0.16","0.04","426.73","427.32","424.36","221927.0","1.0544195E7","1.90852421E9"
"2021/04/07","426.70","0.82","0.19","426.22","428.38","424.96","176731.0","8793807.0","1.906603054E9"
"2021/04/06","425.88","1.03","0.24","425.18","427.68","423.35","162958.0","9699835.0","1.901236685E9"
"2021/04/05","424.85","1.11","0.26","425.15","426.31","422.16","157714.0","8561528.0","1.897486429E9"
"2021/04/02","423.74","4.32","1.03","422.19","425.13","422.02","163071.0","9780194.0","1.893385388E9"
"2021/04/01","419.42","4.38","1.06","416.99","419.78","416.51","184613.0","1.0140388E7","1.876110026E9"
"2021/03/31","415.04","-1.57","-0.38","417.12","420.18","415.04","225861.0","9775055.0","1.858842104E9"
"2021/03/30","416.61","4.56","1.11","412.32","417.44","412.32","207511.0","9833343.0","1.865182018E9"
"2021/03/29","412.05","-0.84","-0.20","413.90","414.72","410.45","312524.0","1.1928905E7","1.843875174E9"
"2021/03/26","412.89","4.36","1.07","409.16","413.04","409.13","305215.0","1.2060922E7","1.846509126E9"
"2021/03/25","408.53","1.43","0.35","407.03","411.27","405.59","180929.0","9180878.0","1.826087825E9"
"2021/03/24","407.10","-1.61","-0.39","407.32","408.76","404.03","193068.0","8894279.0","1.818758748E9"
"2021/03/23","408.71","-3.93","-0.95","412.89","416.15","408.40","234500.0","1.0738946E7","1.820471222E9"
"2021/03/22","412.64","-0.27","-0.07","412.92","414.48","410.27","270009.0","9570716.0","1.838792137E9"
"2021/03/19","412.91","-4.15","-1.00","416.70","416.71","410.59","189022.0","1.0251878E7","1.83988393E9"
"2021/03/18","417.06","3.05","0.74","414.97","420.86","414.97","164055.0","1.0708189E7","1.857822277E9"
"2021/03/17","414.01","-3.30","-0.79","417.35","417.67","411.32","132772.0","9538639.0","1.844578617E9"
"2021/03/16","417.31","3.13","0.76","414.82","418.06","414.11","155155.0","9139882.0","1.858498974E9"
"2021/03/15","414.18","-1.95","-0.47","416.58","417.69","413.61","161313.0","8170211.0","1.846074604E9"
"2021/03/12","416.13","5.11","1.24","413.67","417.76","413.67","184655.0","9215291.0","1.854014903E9"
"2021/03/11","411.02","7.54","1.87","404.36","413.24","404.36","231925.0","1.204661E7","1.829208372E9"
"2021/03/10","403.48","-2.31","-0.57","406.37","411.22","402.37","172527.0","1.048047E7","1.794975277E9"
"2021/03/09","405.79","-2.55","-0.62","407.33","408.83","399.37","313261.0","1.4237793E7","1.805614744E9"
"2021/03/08","408.34","-3.66","-0.89","412.86","416.37","407.60","216888.0","1.0571239E7","1.817595162E9"
"2021/03/05","412.00","-2.17","-0.52","413.32","413.78","405.93","293666.0","1.2688487E7","1.835900255E9"
"2021/03/04","414.17","-6.10","-1.45","419.34","419.34","411.28","214045.0","1.2508719E7","1.845424379E9"
"2021/03/03","420.27","5.47","1.32","414.45","420.27","412.40","198308.0","1.072112E7","1.871541767E9"
"2021/03/02","414.80","4.89","1.19","411.00","422.41","411.00","229887.0","1.4775745E7","1.847454776E9"
"2021/02/26","409.91","-12.61","-2.98","421.19","421.19","406.59","297499.0","1.7563746E7","1.827208161E9"
"2021/02/25","422.52","15.36","3.77","412.05","422.56","412.05","200315.0","1.2834482E7","1.882511816E9"
"2021/02/24","407.16","-8.66","-2.08","415.78","420.05","406.86","252632.0","1.6032722E7","1.81663446E9"
"2021/02/23","415.82","-1.06","-0.25","415.07","419.58","410.84","228355.0","1.2888971E7","1.861183817E9"
"2021/02/22","416.88","-4.06","-0.96","421.96","425.90","416.80","272967.0","1.3439639E7","1.866296351E9"
"2021/02/19","420.94","3.50","0.84","417.98","421.36","411.58","246866.0","1.2696495E7","1.883818185E9"
"2021/02/18","417.44","-6.76","-1.59","423.92","425.38","417.44","181374.0","1.1247156E7","1.868915712E9"
"2021/02/17","424.20","-5.04","-1.17","429.20","429.24","421.77","230412.0","1.1314339E7","1.898443993E9"
"2021/02/16","429.24","2.23","0.52","427.80","432.25","426.73","176073.0","1.1414532E7","1.918881359E9"
"2021/02/15","427.01","7.36","1.75","420.85","428.64","420.60","191242.0","1.2793708E7","1.909248674E9"
"2021/02/10","419.65","1.74","0.42","418.40","421.48","414.77","184757.0","1.3044074E7","1.880248204E9"
"2021/02/09","417.91","-1.04","-0.25","420.71","424.94","417.87","201527.0","1.3028304E7","1.870819516E9"
"2021/02/08","418.95","-4.35","-1.03","422.30","424.62","418.37","229541.0","1.479918E7","1.874954584E9"
"2021/02/05","423.30","4.99","1.19","419.84","424.20","417.85","221560.0","1.4279826E7","1.895801375E9"
"2021/02/04","418.31","-6.90","-1.62","425.92","426.23","415.58","263572.0","1.5763961E7","1.874714428E9"
"2021/02/03","425.21","4.18","0.99","422.69","427.51","419.75","248282.0","1.7682009E7","1.902626559E9"
"2021/02/02","421.03","5.58","1.34","416.77","427.63","416.77","219044.0","1.4870545E7","1.880734478E9"
"2021/02/01","415.45","10.89","2.69","404.71","415.53","400.59","235012.0","1.6507132E7","1.856010014E9"
"2021/01/29","404.56","-11.84","-2.84","417.92","421.05","402.94","305297.0","1.9988783E7","1.806590481E9"
"2021/01/28","416.40","-7.27","-1.72","422.92","422.92","413.34","242941.0","1.7045041E7","1.862131126E9"
"2021/01/27","423.67","-3.06","-0.72","427.11","432.62","423.23","205609.0","1.5862485E7","1.894408306E9"
"2021/01/26","426.73","-10.57","-2.42","436.27","437.19","425.64","236601.0","1.7683991E7","1.905216413E9"
"2021/01/25","437.30","10.17","2.38","427.64","437.96","427.17","231211.0","1.5579793E7","1.946841161E9"
"2021/01/22","427.13","-3.14","-0.73","430.73","433.84","427.13","269257.0","1.9087642E7","1.906677285E9"
"2021/01/21","430.27","6.26","1.48","425.29","431.05","424.64","302482.0","1.9221376E7","1.919753456E9"
"2021/01/20","424.01","2.66","0.63","425.17","429.39","419.27","259502.0","1.8866564E7","1.890817927E9"
"2021/01/19","421.35","10.85","2.64","410.21","423.82","409.67","259934.0","1.7238118E7","1.877750837E9"
"2021/01/18","410.50","-9.93","-2.36","419.70","419.70","408.69","289243.0","1.7355191E7","1.82925713E9"
"2021/01/15","420.43","-9.42","-2.19","430.37","436.35","420.33","279521.0","1.7436391E7","1.873887676E9"
"2021/01/14","429.85","-0.53","-0.12","430.43","431.54","427.13","284702.0","1.8495731E7","1.914187535E9"
"2021/01/13","430.38","2.51","0.59","427.98","433.27","424.97","303667.0","1.9059128E7","1.914300756E9"
"2021/01/12","427.87","-3.26","-0.76","430.80","432.04","416.29","362365.0","2.4623958E7","1.901278805E9"
"2021/01/11","431.13","0.91","0.21","431.69","449.04","424.16","545782.0","3.7379964E7","1.9165232E9"
"2021/01/08","430.22","19.41","4.72","412.06","431.99","412.06","499112.0","3.4756755E7","1.916277932E9"
"2021/01/07","410.81","8.73","2.17","404.00","414.65","403.99","460332.0","2.0865124E7","1.836630326E9"
"2021/01/06","402.08","-3.95","-0.97","406.33","411.21","401.06","429077.0","2.2700275E7","1.796879692E9"
"2021/01/05","406.03","6.15","1.54","399.79","406.03","396.43","470869.0","2.0755374E7","1.812771677E9"
"2021/01/04","399.88","10.59","2.72","389.50","400.78","388.88","361887.0","2.082837E7","1.784090577E9"
"2020/12/30","389.29","8.02","2.10","381.21","390.04","379.14","236858.0","1.2816206E7","1.738774271E9"
"2020/12/29","381.27","1.34","0.35","380.34","382.31","377.04","234719.0","1.4627035E7","1.705453056E9"
"2020/12/28","379.93","0.75","0.20","381.51","383.84","378.44","304329.0","1.8207123E7","1.699961888E9"
"2020/12/24","379.18","7.86","2.12","371.67","380.29","371.67","314369.0","1.4405606E7","1.697501366E9"
"2020/12/23","371.32","4.89","1.33","367.02","371.93","364.72","296022.0","1.4355361E7","1.665117674E9"
"2020/12/22","366.43","-5.75","-1.54","371.08","371.91","366.43","291110.0","1.2339657E7","1.646357318E9"
"2020/12/21","372.18","0.63","0.17","371.51","372.44","368.05","252573.0","1.2596264E7","1.672408687E9"
"2020/12/18","371.55","-0.45","-0.12","372.02","373.37","370.50","307534.0","1.3610228E7","1.669171929E9"
"2020/12/17","372.00","-0.53","-0.14","372.12","372.60","368.07","244580.0","1.1574245E7","1.669449884E9"
"2020/12/16","372.53","1.65","0.44","371.86","374.53","371.03","188952.0","8941285.0","1.670662807E9"
"2020/12/15","370.88","-0.68","-0.18","371.75","372.64","367.70","243332.0","1.0755575E7","1.661926022E9"
"2020/12/14","371.56","-0.68","-0.18","372.14","374.72","370.50","284473.0","1.2239049E7","1.665692228E9"
"2020/12/11","372.24","2.87","0.78","370.45","374.30","370.39","331020.0","1.4477293E7","1.670413957E9"
"2020/12/10","369.37","-2.10","-0.57","370.74","372.68","365.76","344586.0","1.5318298E7","1.629800503E9"
"2020/12/09","371.47","8.02","2.21","363.77","371.64","363.77","191953.0","1.0915023E7","1.63686299E9"
"2020/12/08","363.45","-6.41","-1.73","369.73","370.11","363.41","192367.0","1.1695797E7","1.603465867E9"
"2020/12/07","369.86","2.23","0.61","368.59","371.51","365.32","221801.0","1.2499141E7","1.632114874E9"
"2020/12/04","367.63","5.97","1.65","363.28","369.67","363.23","281110.0","1.3986331E7","1.622342998E9"
"2020/12/03","361.66","3.00","0.84","360.36","361.66","358.45","206858.0","1.0512513E7","1.598407529E9"
"2020/12/02","358.66","6.26","1.78","354.33","359.15","354.00","220902.0","1.0335625E7","1.585057467E9"
"2020/12/01","352.40","6.35","1.83","349.37","353.26","349.07","260004.0","9835985.0","1.560284803E9"
"2020/11/30","346.05","-6.68","-1.89","354.70","354.78","346.05","339063.0","1.5374367E7","1.533851415E9"
"2020/11/27","352.73","0.61","0.17","351.83","353.19","350.63","178419.0","8012487.0","1.56209494E9"
"2020/11/26","352.12","3.82","1.10","348.66","352.12","346.77","182185.0","8889576.0","1.558459205E9"
"2020/11/25","348.30","-1.98","-0.57","353.05","353.96","346.17","333143.0","1.628781E7","1.543894329E9"
"2020/11/24","350.28","1.82","0.52","350.30","352.55","348.61","295437.0","1.1301918E7","1.552569851E9"
"2020/11/23","348.46","7.84","2.30","341.51","348.94","340.60","380837.0","9707925.0","1.543868428E9"
"2020/11/20","340.62","0.46","0.14","339.48","341.71","338.59","179112.0","7109239.0","1.512325703E9"
"2020/11/19","340.16","0.20","0.06","338.56","340.42","337.51","215097.0","7837610.0","1.50993851E9"
"2020/11/18","339.96","0.11","0.03","341.07","341.81","338.64","231637.0","9469840.0","1.508836082E9"
"2020/11/17","339.85","-0.78","-0.23","340.84","342.57","339.06","403202.0","1.2286303E7","1.505152804E9"
"2020/11/16","340.63","7.60","2.28","335.20","341.15","335.20","465749.0","1.3932939E7","1.506968911E9"
"2020/11/13","333.03","3.31","1.00","329.09","333.15","328.25","291359.0","1.0272475E7","1.476983488E9"
"2020/11/12","329.72","-1.40","-0.42","330.57","331.58","328.46","342299.0","1.0251033E7","1.465596883E9"
"2020/11/11","331.12","4.99","1.53","327.04","331.46","327.01","323227.0","1.2515764E7","1.472010868E9"
"2020/11/10","326.13","0.30","0.09","326.33","327.00","323.79","331188.0","1.2290588E7","1.450170462E9"
"2020/11/09","325.83","3.73","1.16","325.25","328.02","324.51","276825.0","9841508.0","1.44778076E9"
"2020/11/06","322.10","0.59","0.18","322.72","324.28","320.61","143962.0","8586861.0","1.431027829E9"
"2020/11/05","321.51","7.68","2.45","315.74","321.51","315.27","186088.0","9471767.0","1.4290781E9"
"2020/11/04","313.83","1.76","0.56","314.31","315.62","311.37","212323.0","1.0727048E7","1.39466654E9"
"2020/11/03","312.07","6.12","2.00","308.14","312.35","308.01","129004.0","7147768.0","1.385174161E9"
"2020/11/02","305.95","4.35","1.44","302.67","306.43","301.37","111035.0","5394313.0","1.358980295E9"
"2020/10/30","301.60","-8.34","-2.69","308.91","309.08","301.58","178915.0","8542348.0","1.339501423E9"
"2020/10/29","309.94","-3.23","-1.03","308.99","310.56","306.63","139038.0","7017690.0","1.375395985E9"
"2020/10/28","313.17","1.37","0.44","310.66","313.30","309.44","120214.0","5554841.0","1.387240936E9"
"2020/10/27","311.80","-1.73","-0.55","311.50","313.93","310.55","162315.0","8142700.0","1.380792995E9"
"2020/10/26","313.53","-1.26","-0.40","315.63","316.78","313.33","170880.0","8144190.0","1.388209621E9"
"2020/10/23","314.79","1.02","0.33","314.98","315.83","312.31","198024.0","6317025.0","1.394700063E9"
"2020/10/22","313.77","-1.99","-0.63","313.62","314.29","311.55","140732.0","6207722.0","1.391326739E9"
"2020/10/21","315.76","1.05","0.33","315.34","316.61","314.16","136810.0","6163365.0","1.40074543E9"
"2020/10/20","314.71","2.12","0.68","311.02","314.91","309.95","135684.0","8158322.0","1.394580256E9"
"2020/10/19","312.59","0.76","0.24","313.43","314.94","312.19","138223.0","6282963.0","1.385247061E9"
"2020/10/16","311.83","-2.09","-0.67","314.41","315.47","309.67","126441.0","6249578.0","1.382051659E9"
"2020/10/15","313.92","-2.65","-0.84","315.76","315.89","312.40","124410.0","6366831.0","1.390985779E9"
"2020/10/14","316.57","-3.01","-0.94","319.60","319.88","315.71","129342.0","6719034.0","1.40226459E9"
"2020/10/13","319.58","0.43","0.13","321.04","321.45","316.98","126741.0","6568610.0","1.416149972E9"
"2020/10/12","319.15","1.68","0.53","318.99","320.01","317.67","140937.0","6923382.0","1.415555216E9"
"2020/10/08","317.47","0.12","0.04","320.31","320.38","316.60","168693.0","8471910.0","1.408458233E9"
"2020/10/07","317.35","2.90","0.92","312.34","317.44","311.82","124430.0","5273800.0","1.406655024E9"
"2020/10/06","314.45","0.94","0.30","315.13","316.48","313.03","139895.0","6411878.0","1.393780357E9"
"2020/10/05","313.51","4.07","1.32","309.65","314.66","309.09","157986.0","7120643.0","1.389194562E9"
"2020/09/29","309.44","2.41","0.78","310.01","311.34","308.52","138815.0","6077609.0","1.3718254E9"
"2020/09/28","307.03","3.46","1.14","306.49","308.34","304.64","173178.0","5702613.0","1.360111243E9"
"2020/09/25","303.57","1.09","0.36","305.38","305.55","301.93","156860.0","6278135.0","1.34356262E9"
"2020/09/24","302.48","-7.16","-2.31","304.85","306.98","301.95","181246.0","8380405.0","1.339007243E9"
"2020/09/23","309.64","0.82","0.27","311.50","311.76","303.29","208052.0","8990421.0","1.372780643E9"
"2020/09/22","308.82","-7.07","-2.24","315.53","316.02","307.40","304359.0","9911269.0","1.372106087E9"
"2020/09/21","315.89","-2.50","-0.79","318.13","320.86","314.78","165855.0","8253844.0","1.405511016E9"
"2020/09/18","318.39","0.39","0.12","319.20","319.81","316.62","153536.0","8448223.0","1.417806687E9"
"2020/09/17","318.00","-4.31","-1.34","321.30","322.23","316.92","178304.0","1.0390106E7","1.415816012E9"
"2020/09/16","322.31","-1.05","-0.32","323.14","324.19","321.52","146879.0","7418882.0","1.433766906E9"
"2020/09/15","323.36","2.38","0.74","321.82","323.57","320.54","152450.0","7595470.0","1.438152771E9"
"2020/09/14","320.98","4.53","1.43","319.83","321.22","318.54","176783.0","7713185.0","1.428651925E9"
"2020/09/11","316.45","-0.08","-0.03","315.64","316.77","313.20","165157.0","7088267.0","1.409480271E9"
"2020/09/10","316.53","2.76","0.88","317.92","318.38","315.46","234268.0","9908496.0","1.395966914E9"
"2020/09/09","313.77","-3.61","-1.14","313.54","315.90","312.90","198502.0","1.0674554E7","1.384425415E9"
"2020/09/08","317.38","3.71","1.18","316.31","317.43","314.56","227269.0","1.0769881E7","1.400220417E9"
"2020/09/07","313.67","1.64","0.53","312.08","314.44","310.93","264670.0","1.0016267E7","1.386502793E9"
"2020/09/04","312.03","-4.40","-1.39","308.25","312.64","308.04","408030.0","1.2778957E7","1.379272821E9"
"2020/09/03","316.43","4.93","1.58","314.73","317.46","314.45","342179.0","1.1598303E7","1.398120029E9"
"2020/09/02","311.50","1.69","0.55","311.69","312.92","308.52","337045.0","9332305.0","1.379036788E9"
"2020/09/01","309.81","2.67","0.87","309.08","311.15","307.63","342809.0","1.0155546E7","1.37254404E9"
"2020/08/31","307.14","-5.10","-1.63","315.46","316.11","307.12","312176.0","1.3400344E7","1.360103387E9"
"2020/08/28","312.24","0.86","0.28","313.86","315.95","311.06","256411.0","9571560.0","1.380580188E9"
"2020/08/27","311.38","-2.81","-0.89","314.46","315.17","311.37","175568.0","9275818.0","1.375528342E9"
"2020/08/26","314.19","0.60","0.19","313.61","315.08","309.74","193545.0","8906934.0","1.389301812E9"
"2020/08/25","313.59","4.26","1.38","312.45","314.14","310.57","197815.0","8301527.0","1.388219951E9"
"2020/08/24","309.33","3.17","1.04","306.86","310.27","303.39","142210.0","7236120.0","1.368411268E9"
"2020/08/21","306.16","4.57","1.52","306.17","309.88","303.15","166304.0","8901227.0","1.354373287E9"
"2020/08/20","301.59","-11.95","-3.81","310.45","312.77","301.15","249735.0","1.179199E7","1.334736779E9"
"2020/08/19","313.54","0.70","0.22","315.96","316.82","313.18","159933.0","8587349.0","1.387104757E9"
"2020/08/18","312.84","-6.40","-2.00","319.57","321.69","311.20","247517.0","1.2672817E7","1.381445436E9"
"2020/08/14","319.24","-4.09","-1.26","321.59","322.66","316.28","260399.0","1.1874028E7","1.413434981E9"
"2020/08/13","323.33","0.65","0.20","325.84","326.22","319.66","285740.0","1.3665611E7","1.430995398E9"
"2020/08/12","322.68","1.66","0.52","320.31","322.68","317.30","293136.0","1.2806344E7","1.427244051E9"
"2020/08/11","321.02","4.25","1.34","317.63","322.64","317.56","297602.0","1.4272136E7","1.417727358E9"
"2020/08/10","316.77","4.20","1.34","312.75","317.84","312.08","261178.0","1.3609053E7","1.396982789E9"
"2020/08/07","312.57","1.25","0.40","311.99","314.11","310.00","299119.0","1.272682E7","1.377754872E9"
"2020/08/06","311.32","4.68","1.53","307.88","312.84","307.88","254206.0","1.2465041E7","1.370926021E9"
"2020/08/05","306.64","3.60","1.19","303.94","306.67","302.91","210808.0","1.2324476E7","1.351701803E9"
"2020/08/04","303.04","3.58","1.20","302.50","304.27","301.48","219866.0","9689069.0","1.331970336E9"
"2020/08/03","299.46","0.14","0.05","299.57","300.33","297.57","179728.0","9281198.0","1.315525933E9"
"2020/07/31","299.32","-2.53","-0.84","303.69","304.16","298.89","201966.0","8456631.0","1.314364008E9"
"2020/07/30","301.85","0.60","0.20","303.13","304.13","301.49","191759.0","8187025.0","1.324450535E9"
"2020/07/29","301.25","1.12","0.37","300.57","303.51","299.61","264445.0","9308692.0","1.322314182E9"
"2020/07/28","300.13","6.62","2.26","296.53","301.34","296.38","301281.0","1.0724797E7","1.317511659E9"
"2020/07/27","293.51","2.85","0.98","291.03","295.26","290.82","193246.0","8016462.0","1.291646467E9"
"2020/07/24","290.66","-1.71","-0.58","289.84","292.74","289.42","216210.0","9899343.0","1.279700634E9"
"2020/07/23","292.37","-1.67","-0.57","293.62","293.62","290.49","250982.0","1.1127156E7","1.288645707E9"
"2020/07/22","294.04","-1.12","-0.38","294.71","296.14","293.39","327318.0","1.0214873E7","1.296867512E9"
"2020/07/21","295.16","4.35","1.50","294.03","296.11","293.20","366995.0","1.1478895E7","1.298266646E9"
"2020/07/20","290.81","-0.76","-0.26","292.76","292.76","289.01","161819.0","8011401.0","1.279645827E9"
"2020/07/17","291.57","2.32","0.80","289.90","292.10","289.90","118644.0","6363759.0","1.282763642E9"
"2020/07/16","289.25","-3.02","-1.03","292.34","292.74","288.46","129449.0","6530538.0","1.273150449E9"
"2020/07/15","292.27","2.64","0.91","292.94","294.42","290.89","168346.0","8004488.0","1.285601568E9"
"2020/07/14","289.63","-0.21","-0.07","288.42","289.63","286.89","126302.0","6687496.0","1.27400688E9"
"2020/07/13","289.84","4.78","1.68","287.92","290.49","286.86","127052.0","6146078.0","1.274549478E9"
"2020/07/10","285.06","-2.19","-0.76","287.87","288.09","283.51","136770.0","7236832.0","1.2534362E9"
"2020/07/09","287.25","1.28","0.45","287.80","289.41","287.08","140609.0","7979410.0","1.26455801E9"
"2020/07/08","285.97","-0.80","-0.28","287.20","288.41","285.18","119448.0","6549540.0","1.258803038E9"
"2020/07/07","286.77","-3.85","-1.32","292.74","292.98","286.76","156134.0","8077164.0","1.262644615E9"
"2020/07/06","290.62","4.73","1.65","286.84","291.14","286.31","128118.0","6653211.0","1.278157126E9"
"2020/07/03","285.89","2.03","0.72","285.59","286.09","283.36","100221.0","5501339.0","1.260023627E9"
"2020/07/02","283.86","3.60","1.28","281.30","283.89","280.71","111370.0","6674486.0","1.252840215E9"
"2020/07/01","280.26","0.17","0.06","283.10","283.84","279.44","133802.0","6533217.0","1.236785142E9"
"2020/06/30","280.09","2.05","0.74","282.55","283.98","280.09","179501.0","8123314.0","1.236936096E9"
"2020/06/29","278.04","-5.34","-1.88","279.36","281.77","277.06","137759.0","6344589.0","1.228171386E9"
"2020/06/26","283.38","3.65","1.30","283.36","284.58","280.65","169015.0","6464987.0","1.252507153E9"
"2020/06/25","279.73","-6.97","-2.43","282.38","284.36","279.73","152979.0","6902139.0","1.237688654E9"
"2020/06/24","286.70","4.76","1.69","283.71","288.30","283.30","200575.0","9090255.0","1.267919132E9"
"2020/06/23","281.94","0.52","0.18","284.64","286.04","279.26","163675.0","8855403.0","1.248606977E9"
"2020/06/22","281.42","-1.95","-0.69","281.01","283.71","280.34","139844.0","6537834.0","1.245878018E9"
"2020/06/19","283.37","1.46","0.52","284.56","284.70","278.53","189129.0","7524815.0","1.254996315E9"
"2020/06/18","281.91","-1.11","-0.39","281.74","283.39","280.02","181587.0","7225991.0","1.250366207E9"
"2020/06/17","283.02","0.43","0.15","282.08","284.90","278.33","337225.0","1.1514655E7","1.256153389E9"
"2020/06/16","282.59","14.64","5.46","275.89","282.59","274.00","247894.0","9831669.0","1.254372907E9"
"2020/06/15","267.95","-13.83","-4.91","278.61","280.87","267.95","262445.0","1.2965653E7","1.190142488E9"
